Timestamp,URL,Product Name,Current Price,Previous Price,Description
2025-03-03 01:42:34,https://www.jumia.com.ng/generic-80w-led-light-bulb-e27-energy-saving-bulb-318618220.html,80W LED Light Bulb (E27) - Energy Saving Bulb,"₦ 2,136",N/A,Get the 80W LED Light Bulb (E27) - Energy Saving Bulb online at Jumia Nigeria and other Generic Office Lighting on Jumia Nigeria ✓ Price in Naira ✓ Enjoy cash on delivery - Shop Now!
